4513545,"Arm & Hammer Plus Oxiclean Power Gel Laundry Detergent",1.000,"Page"
4257704,"Arm & Hammer Whitening Booster 3X",0.333,"Page"
4412651,"Assael Inc.",1.000,"Page"
4158105,"Assael Inc.",1.000,"Page"
4325764,"Astroglide Natural",1.000,"Page"
4559336,"Aveda Smooth Infusion Collection",1.333,"Cover"
4559420,"Aveeno",2.333,"Page"
4385365,"Aveeno Nourish + Shine Collection",1.000,"Page"
4599327,"Aveeno Nourish + Shine Collection",1.000,"Page"
4578288,"Awapuhi by Paul Mitchell",0.333,"Page"
4578228,"Awapuhi by Paul Mitchell",1.000,"Page"
4599285,"Awapuhi by Paul Mitchell",1.000,"Page"
4599279,"Awapuhi by Paul Mitchell",0.250,"Page"
4559356,"Awapuhi Wild Ginger Kera Triplex Treatment",2.000,"Page"
4559403,"B. Makowsky",1.000,"Page"
9239842,"B. Makowsky",0.174,"Page"
4578279,"b.tempt'd",1.000,"Page"
4513497,"Baby Phat",1.000,"Page"
4523718,"Baby Phat",0.116,"Page"
4599281,"Badgley Mischka",1.000,"Page"
4412605,"Balenciaga (Women)",2.000,"Page"
4385329,"Balenciaga (Women)",2.000,"Page"
4599180,"Balenciaga (Women)",2.000,"Page"
4599207,"Bally Footwear (Women)",2.000,"Page"
4385331,"Bally Footwear (Women)",3.000,"Page"
4559309,"Bally Footwear (Women)",2.000,"Page"
4599307,"Balmain (Women)",2.000,"Page"
4578295,"Banana Republic",1.000,"Cover"
4559321,"Banana Republic",3.000,"Page"
4599165,"Banana Republic",2.000,"Page"
4272298,"Barely There ComfortFlex Fit Bandini Bra",0.250,"Page"
4599230,"Barneys New York",6.000,"Page"
4599293,"BCBG Max Azria",6.000,"Page"
4559394,"BCBG Max Azria",4.000,"Page"
4347978,"Be a Healthcare Office Manager",0.500,"Page"
4578215,"Be Delicious for Women",1.000,"Page"
4513478,"Be Delicious for Women",1.000,"Page"
4165086,"Beach Bunny Swimwear",0.186,"Page"
4599219,"bebe",2.000,"Page"
4513470,"bebe",2.000,"Page"
4559342,"bebe",4.000,"Page"
4171374,"bebe Footwear",0.107,"Page"
4578272,"Beyaz",3.000,"Page"
4599333,"Beyaz",3.000,"Page"
4322093,"Beyonce Heat Rush",1.000,"Page"
4559355,"Beyonce Heat Rush",1.000,"Page"
4412625,"Beyonce Heat Rush",1.000,"Page"
4513524,"Beyonce Parfums",2.000,"Page"
4322122,"Big Love (HBO)",1.000,"Page"
4523720,"Bio-Oil",0.087,"Page"
4513528,"Bio-Oil",1.000,"Page"
4148949,"Bio-Oil",1.000,"Page"
4325775,"Bio-Oil",1.000,"Page"
4158320,"Bleu de Chanel",2.000,"Page"
4325787,"Blue Valentine (Film)",1.000,"Page"
4385335,"Blumarine",2.000,"Page"
4559326,"Blumarine",2.000,"Page"
4513486,"Bongo at Sears",1.000,"Page"
4513486,"Bongo at Sears",1.000,"Page"
4599325,"Borghese Fango Active Mud for Face and Body",1.000,"Page"
4599231,"Born Crown Retreat",1.000,"Page"
4559364,"Born Footwear",1.000,"Page"
4559296,"BOSS Black",4.000,"Page"
4599203,"BOSS Black (Women)",4.000,"Page"
4559419,"Botox Cosmetic",3.333,"Page"
4578278,"Botox Cosmetic",3.333,"Page"
4599336,"Botox Cosmetic",3.333,"Page"
4385314,"Bottega Veneta (Women)",2.000,"Page"
4599171,"Bottega Veneta (Women)",2.000,"Page"
4559287,"Bottega Veneta (Women)",2.000,"Page"
4385336,"Brahmin Alden Tote",2.000,"Page"
4599194,"Brahmin Leather Works, Inc.",4.000,"Page"
4513496,"Brides Maids (Film)",1.000,"Page"
4578237,"Brides: A Wedding Collection at Michaels",1.000,"Page"
4559300,"Bulgari Leather Goods",2.000,"Page"
4599185,"Bulgari Leather Goods",2.000,"Page"
4562557,"Burberry (Women)",0.250,"Page"
4257705,"Burberry Brit for Women (Fragrance)",0.250,"Page"
4412620,"Burberry Brit Sheer",1.000,"Page"
4559286,"Burberry London (Women)",2.000,"Page"
4412598,"Burberry Prorsum (Women)",2.000,"Page"
4385308,"Burberry Prorsum (Women)",2.000,"Page"
4599176,"Burberry Prorsum (Women)",2.000,"Page"
4158116,"Burt's Bees Naturally Nourishing Body Lotion Milk & Honey",1.333,"Page"
4272300,"Burt's Bees Naturally Nourishing Body Lotion Milk & Honey",0.125,"Page"
4257686,"C9 by Champion Duo Dry Tanks",1.000,"Page"
4599213,"Cadillac CTS Coupe",2.000,"Page"
4158309,"Cadillac CTS Coupe",2.000,"Page"
4158071,"Cadillac CTS Coupe",2.000,"Page"
4513546,"California Pizza Kitchen For One",1.000,"Page"
4385332,"Calvin Klein Beauty",2.000,"Page"
4599276,"Calvin Klein Beauty",2.000,"Page"
4412631,"Calvin Klein Beauty",2.000,"Page"
4578270,"Calvin Klein Beauty",2.000,"Page"
4559301,"Calvin Klein Collection (Women)",6.000,"Page"
4599214,"Calvin Klein Collection (Women)",6.000,"Page"
4385304,"Calvin Klein Collection (Women)",2.000,"Page"
4322116,"Calvin Klein Eternity",2.000,"Page"
4325743,"Calvin Klein Euphoria Collection",1.000,"Page"
4513476,"Candie's",1.000,"Page"
4599301,"Carlos Miele",4.000,"Page"
4385340,"Cartier Bridal ",1.000,"Page"
4158079,"Cartier Bridal ",1.000,"Page"
4158307,"Cartier LOVE Collection",2.000,"Page"
4599232,"Cartier Tank Americaine",1.000,"Page"
4148965,"Cash Back Bonus",1.000,"Page"
4599233,"Celine",2.000,"Page"
4559330,"Cesare Paciotti",4.000,"Page"
4599294,"Cesare Paciotti",4.000,"Page"
4559399,"CETTU",2.000,"Page"
4385348,"CH Carolina Herrera",3.000,"Page"
4412645,"Chamilia Heart Collection",1.000,"Page"
4578268,"Champion (Athletic Wear)",1.000,"Page"
4325747,"Champion (Athletic Wear)",1.000,"Page"
4385302,"Chanel (Women)",2.000,"Page"
4158302,"Chanel (Women)",2.000,"Page"
4599182,"Chanel (Women)",5.000,"Page"
4158067,"Chanel (Women)",2.000,"Page"
4412588,"Chanel (Women)",2.000,"Page"
4559274,"Chanel (Women)",6.000,"Cover"
4559323,"Chanel Chance Eau Tendre",2.000,"Page"
4322137,"Chanel Chance Eau Tendre",1.000,"Cover"
4148948,"Chanel Chance Eau Tendre",2.000,"Page"
4325805,"Chanel Chance Eau Tendre",1.000,"Cover"
4385320,"Chanel Inimitable Intense Mascara",1.000,"Page"
4578204,"Chanel Inimitable Intense Mascara",1.000,"Page"
4412606,"Chanel Inimitable Intense Mascara",1.000,"Page"
4599351,"Chanel J12 29MM",1.000,"Cover"
4578217,"Chevrolet (Corporate)",2.000,"Page"
4158326,"Chevrolet (Corporate)",1.000,"Page"
4257681,"Chevy Cruze",2.000,"Cover"
4148934,"Chevy Cruze",2.000,"Page"
4325742,"Chevy Cruze",2.000,"Page"
4559387,"Chevy Cruze",2.000,"Page"
4322088,"Chevy Cruze",2.000,"Page"
4412610,"Chloe",2.000,"Page"
4559333,"Chloe",2.000,"Page"
4429594,"Chloe",2.000,"Page"
4599309,"Chloe",2.000,"Page"
4385358,"Choo 24:7",1.000,"Page"
4412626,"Choo 24:7",1.000,"Page"
4385319,"Clarins Extra-Firming Day Cream",2.000,"Page"
4599181,"Clarins Face",4.000,"Page"
4559303,"Clarins Group",4.000,"Page"
4412604,"Clarins Multi-Active Day",2.000,"Page"
4322083,"Clarins Multi-Active Day",2.000,"Page"
4578198,"Clarins Multi-Active Day",2.000,"Page"
4385356,"Clarisonic",2.000,"Page"
4158325,"Clarisonic",2.000,"Page"
4325734,"Clarisonic",2.000,"Page"
4148938,"Clarisonic",2.000,"Page"
4257691,"Clarisonic",2.000,"Page"
4263214,"Clarisonic",0.125,"Page"
4158114,"Clarisonic",2.000,"Page"
4412662,"Clarisonic",2.000,"Page"
4599319,"Cle de Peau Beaute La Creme",1.000,"Page"
4322100,"Clean & Clear Advantage Acne Control Kit",1.000,"Page"
4325732,"Clean & Clear Advantage Acne Control Kit",1.000,"Page"
4578260,"Clearasil Daily Clear Oil-Free Daily Face Wash",1.000,"Page"
4513498,"Clearasil Ultra Acne + Marks Wash & Mask",1.000,"Page"
4599166,"Clinique Bottom Lash Mascara",2.000,"Page"
4559289,"Clinique Bottom Lash Mascara",2.000,"Page"
4578191,"Clinique Bottom Lash Mascara",2.000,"Page"
4412600,"Clinique Chubby Stick Moisturizing Lip Color Balm",1.000,"Page"
4385372,"Clinique Chubby Stick Moisturizing Lip Color Balm",1.000,"Cover"
4513477,"Clinique Chubby Stick Moisturizing Lip Color Balm",1.000,"Page"
4599350,"Clinique Chubby Stick Moisturizing Lip Color Balm",1.000,"Cover"
4322079,"Clinique Clarifying Lotion Collection",2.000,"Page"
4385309,"Clinique Even Better Clinical Dark Spot Corrector",2.000,"Page"
4517155,"Club Med, Inc.",0.087,"Page"
4412615,"Coach Poppy Fragrance",1.000,"Page"
4578219,"Coach Poppy Fragrance",1.000,"Page"
4322084,"Coach Poppy Fragrance",1.000,"Page"
4325793,"Coffee-Mate Caramel Macchiato",1.000,"Page"
4599289,"Cole Haan (Women)",1.000,"Page"
4559386,"Cole Haan (Women)",1.000,"Page"
4325792,"Colgate Total",1.000,"Page"
4599183,"Conde Nast Store",1.000,"Page"
4578206,"Conde Nast Store",1.000,"Page"
4599270,"Cooper-Hewitt National Design Museum",1.000,"Page"
4325781,"Corinne McCormack",1.000,"Page"
4412667,"Corinne McCormack",1.000,"Page"
4156087,"Cosmo App (Shop Cosmo)",0.193,"Page"
4325806,"Cosmopolitan",1.000,"Cover"
4148976,"Cosmopolitan",1.000,"Cover"
4513479,"Cosmopolitan for iPad",1.000,"Page"
4513530,"Cosmopolitan Fun Fearless Female Campaign",1.000,"Page"
4517156,"Cosmopolitan Fun Fearless Female Campaign",0.265,"Page"
4148972,"Cosmopolitan Fun Fearless Female Campaign",0.086,"Page"
4513484,"Cosmopolitan Kisses for the Troops",1.000,"Page"
4163502,"Cosmo's Bachelor Party",0.221,"Page"
4513517,"Cosmo's Sex Position of The Day! App",1.000,"Page"
4163503,"Cosmo's Summer Splash",0.167,"Page"
4385316,"CoverGirl",2.000,"Page"
4599178,"CoverGirl",2.000,"Page"
4325722,"CoverGirl",3.000,"Page"
4513471,"CoverGirl",3.000,"Page"
4559436,"CoverGirl",1.000,"Page"
4322081,"CoverGirl",2.000,"Page"
4158313,"CoverGirl & Olay Simply Ageless Serum Primer",1.000,"Page"
4559439,"CoverGirl Blast Collection",2.000,"Page"
4325725,"CoverGirl Blast Collection",2.000,"Page"
4599242,"CoverGirl Blast Collection",1.333,"Cover"
4385339,"CoverGirl Blast Collection",1.000,"Page"
4158103,"CoverGirl Clean Normal Skin Ivory",2.000,"Page"
4412616,"CoverGirl Clean Normal Skin Ivory",1.000,"Page"
4148933,"CoverGirl Clean Oil Control Classic Tan",2.000,"Cover"
4148937,"CoverGirl Exact Collection",1.000,"Page"
4158115,"CoverGirl Exact Collection",2.000,"Page"
4257707,"CoverGirl Exact Collection",1.000,"Cover"
4325731,"CoverGirl LashBlast Fusion Very Black",2.000,"Page"
4562034,"CoverGirl LipPerfection Lipcolor",0.172,"Page"
4322090,"CoverGirl LipPerfection Lipcolor Hot",1.000,"Page"
4578264,"CoverGirl LipPerfection Lipcolor Hot",1.000,"Page"
4559435,"CoverGirl LipPerfection Lipcolor Hot",1.000,"Page"
4412661,"CoverGirl LipPerfection Lipcolor Hot",2.000,"Page"
4599196,"CoverGirl LipPerfection Lipcolor Hot",5.000,"Page"
4325733,"CoverGirl LipPerfection Lipcolor Hot",2.000,"Page"
4385318,"CoverGirl NatureLuxe Silk Foundation Alabaster",2.000,"Page"
4322094,"CoverGirl NatureLuxe Silk Foundation Alabaster",1.333,"Page"
4148954,"Crest Extra White Plus Scope Outlast",1.000,"Page"
4559402,"Croco Luxe Collection",1.000,"Page"
4322119,"Crystal Light Natural Lemonade",1.000,"Page"
4325778,"Crystal Light Natural Lemonade",1.000,"Page"
4599175,"David Yurman Fine Jewelry",2.000,"Page"
4559288,"David Yurman Fine Jewelry",2.000,"Page"
4385346,"De Beers Atea Collection",1.000,"Page"
4559449,"DermStore.com",1.000,"Page"
4578238,"Details Style Council",1.000,"Page"
4599273,"Diane von Furstenberg",1.000,"Page"
4559327,"Diane von Furstenberg",1.000,"Page"
4426687,"Diane von Furstenberg",0.183,"Page"
4599317,"Diesel Black Gold",3.000,"Page"
4578193,"Diesel S.p.A.",2.000,"Page"
4559372,"Diesel S.p.A.",2.000,"Page"
4578207,"Dillard's, Inc.",4.000,"Page"
4599195,"Dillard's, Inc.",4.000,"Page"
4599163,"Dior (Women)",2.000,"Page"
4385373,"Dior (Women)",1.000,"Cover"
4559275,"Dior (Women)",2.000,"Page"
4412674,"Dior (Women)",1.000,"Cover"
4158070,"Dior Handbags (Women)",1.000,"Page"
4158303,"Dior Handbags (Women)",2.000,"Page"
4322089,"Dior One Essential Super Skin Boosting Serum",1.000,"Page"
4148953,"Dior Parfums",2.000,"Page"
4347975,"Divalicious Blog",0.169,"Page"
4513539,"Divalicious Blog",0.164,"Page"
4156085,"Divalicious Blog",0.147,"Page"
4385322,"DKNY (Women)",2.000,"Page"
4559285,"DKNY (Women)",2.000,"Page"
4412599,"DKNY (Women)",2.000,"Page"
4578182,"DKNY Jeans",2.000,"Page"
4513468,"DKNY Jeans",2.000,"Page"
4599167,"Dolce & Gabbana (Women)",2.000,"Page"
4385307,"Dolce & Gabbana (Women)",2.000,"Page"
4412594,"Dolce & Gabbana (Women)",2.000,"Page"
4559282,"Dolce & Gabbana (Women)",2.000,"Page"
4599297,"Donna Karan Cashmere Mist",2.000,"Page"
4599174,"Donna Karan New York",2.000,"Page"
4513506,"Dove Bar/Body Wash",1.000,"Page"
4325752,"Dove Go Fresh Deodorant Collection",1.000,"Page"
4325776,"Dove Promises Hearts Milk Chocolate",1.000,"Page"
4559357,"DSquared2 (Women)",1.000,"Page"
4412622,"DSquared2 (Women)",1.000,"Page"
4599324,"DSW",1.000,"Page"
4513505,"DSW",1.000,"Page"
4578225,"DSW",1.000,"Page"
4559391,"DSW",1.000,"Page"
4148961,"Durex",0.500,"Page"
4523715,"Durex Love Box",0.178,"Page"
4325770,"Durex Love Box",1.333,"Page"
4513534,"Eau Fling",0.333,"Page"
4158122,"Eden Roc Miami Beach",1.000,"Page"
4599288,"Eileen Fisher",1.000,"Page"
4559389,"Elie Tahari",1.000,"Page"
4599291,"Elie Tahari",1.000,"Page"
4412633,"Elizabeth Arden Ceramide Ultra Lift and Firm Makeup SPF 15",1.000,"Page"
4559325,"Elizabeth Arden Ceramide Ultra Lift and Firm Makeup SPF 15",1.000,"Page"
4578287,"Ella",2.000,"Page"
4325786,"Ella",2.000,"Page"
4412675,"ELLE",1.000,"Cover"
4158128,"ELLE",1.000,"Cover"
4559462,"ELLE",1.000,"Cover"
4559340,"Elle (Women's Sportswear)",2.000,"Page"
4559445,"Elle Dream Of A Lifetime Sweepstakes",1.000,"Page"
4427120,"Elle Dream Of A Lifetime Sweepstakes",0.666,"Page"
4158118,"Elle Dream Of A Lifetime Sweepstakes",0.333,"Page"
4559313,"ELLE Extra",0.250,"Page"
4573104,"ELLE Extra",0.234,"Page"
4412666,"Elle Horoscope",1.000,"Page"
4559458,"Elle iPad App",1.000,"Page"
4426686,"Elle Make Better DVD Collection",0.160,"Page"
4165139,"Elle Make Better DVD Collection",0.084,"Page"
4412664,"Elle Personal Stylist",1.000,"Page"
4158125,"Elle Personal Stylist",1.000,"Page"
4559452,"Elle Shops",6.000,"Page"
4412638,"Elle Spa",2.000,"Page"
4559354,"Elle Spa",1.000,"Page"
4158109,"Elle Time & Jewelry",1.000,"Page"
4412663,"Elle Time & Jewelry",1.000,"Page"
4158099,"Elle Women in Hollywood",2.000,"Page"
4559322,"Elle.com",1.000,"Page"
4158102,"eos Lip Balm Smooth Sphere Collection",1.000,"Page"
4325767,"eos Lip Balm Smooth Sphere in Summer Fruit",1.000,"Page"
4599238,"Equipment Femme",1.000,"Page"
4559371,"Escada",1.000,"Page"
4412629,"Escada",1.000,"Page"
4599226,"Escada",4.000,"Page"
4385350,"Escada",1.000,"Page"
4578203,"Essie Fifth Avenue",2.000,"Page"
4578250,"Essie French Affair Nail Lacquer",1.000,"Page"
4599326,"Essie French Affair Nail Lacquer",1.000,"Page"
4559442,"Essie French Affair Nail Lacquer",1.000,"Page"
4559337,"Essie Mademoiselle",2.000,"Page"
4599218,"Essie Wicked",2.000,"Page"
4158304,"Estee Lauder DayWear Collection",2.000,"Page"
4148935,"Estee Lauder DayWear Collection",2.000,"Page"
4412587,"Estee Lauder DayWear Collection",2.000,"Cover"
4322077,"Estee Lauder DayWear Collection",2.000,"Cover"
4559281,"Estee Lauder Pure Color Lipstick",2.000,"Page"
4599161,"Estee Lauder Pure Color Lipstick",2.000,"Page"
4578183,"Estee Lauder Skincare",2.000,"Page"
4385303,"Estee Lauder Wild Violet Pure Color Collection",2.000,"Page"
4599269,"Etro (Women)",4.000,"Page"
4559334,"Etro (Women)",2.000,"Page"
4385367,"Eva by Eva Longoria",2.000,"Page"
4163504,"Eventi Hotel",0.084,"Page"
4325797,"Exploring Better Sex Video Series",1.000,"Page"
4513502,"Express, Inc.",1.000,"Page"
4599261,"Express, Inc.",2.000,"Page"
4578222,"Express, Inc.",1.000,"Page"
4148962,"Extra Polar Ice",1.000,"Page"
4513533,"Fastin",1.000,"Page"
4325801,"Fastin",1.000,"Page"
4513544,"Febreze Air Effects New Zealand Springs",1.000,"Page"
4578210,"Fekkai Advanced Collection",2.000,"Page"
4412608,"Fekkai Advanced Collection",2.000,"Page"
4559312,"Fekkai Advanced Collection",2.000,"Page"
4325721,"Fekkai Advanced Collection",3.000,"Cover"
4158330,"Fekkai Advanced Essential Shea",4.000,"Page"
4148975,"Fekkai Advanced Essential Shea",1.000,"Cover"
4158066,"Fekkai Advanced Essential Shea",2.000,"Cover"
4322101,"Fekkai Advanced Essential Shea",4.000,"Page"
4412593,"Fendi (Women)",2.000,"Page"
4559280,"Fendi (Women)",2.000,"Page"
4385311,"Fendi (Women)",2.000,"Page"
4599158,"Fendi (Women)",6.000,"Cover"
4559409,"Film Independent Spirit Awards",1.000,"Page"
4158097,"Flip Video",0.500,"Page"
4158333,"Ford Edge",1.000,"Cover"
4257693,"Ford Edge",1.000,"Page"
4263212,"Ford Ones To Watch Sweepstakes",0.250,"Page"
4158331,"Ford Ones To Watch Sweepstakes",0.333,"Page"
4578234,"Fortune Dynamic Delicious",1.000,"Page"
4599205,"Franco Sarto Artist's Collection",4.000,"Page"
4599302,"Fratelli Rossetti S.p.A.",1.000,"Page"
4578292,"Friskies Seafood Sensations",1.000,"Page"
4325791,"Frito-Lay North America, Inc.",1.000,"Page"
4322134,"Frito-Lay North America, Inc.",1.000,"Page"
4325784,"FullFast",1.000,"Page"
4385333,"Furla Handbags",1.000,"Page"
4599275,"Furla Handbags",1.000,"Page"
4325789,"GameStop Stores",1.000,"Page"
4578181,"GAP Soft Collection",6.000,"Page"
4599159,"GAP Soft Collection",6.000,"Cover"
4158088,"Garnier Fructis Haircare",2.000,"Page"
9239991,"Garnier Fructis Style Sleek & Shine Blow Dry Perfector",0.333,"Page"
4525711,"Garnier Moisture Rescue",0.142,"Page"
4525711,"Garnier Moisture Rescue",0.142,"Page"
4525711,"Garnier Moisture Rescue",0.142,"Page"
4525711,"Garnier Moisture Rescue",0.142,"Page"
4525711,"Garnier Moisture Rescue",0.142,"Page"
4525711,"Garnier Moisture Rescue",0.142,"Page"
4158078,"Garnier Moisture Rescue Refreshing Oil-Free Gel Cream",1.000,"Page"
4578221,"Garnier Moisture Rescue Refreshing Oil-Free Gel Cream",1.000,"Page"
4322086,"Garnier Moisture Rescue Refreshing Oil-Free Gel Cream",1.000,"Page"
4412617,"Garnier Moisture Rescue Refreshing Oil-Free Gel Cream",1.000,"Page"
4513516,"Garnier Moisture Rescue Refreshing Oil-Free Gel Cream",1.000,"Page"
4325729,"Garnier Moisture Rescue Refreshing Oil-Free Gel Cream",1.000,"Page"
4385362,"Garnier Moisture Rescue Refreshing Oil-Free Gel Cream",1.000,"Page"
4158072,"Garnier Nutrisse Nourishing Color Creme 90",1.000,"Page"
4513515,"Garnier Ultra-Lift Anti-Wrinkle Eye Roller",1.000,"Page"
4513514,"Garnier Ultra-Lift Anti-Wrinkle Firming Moisturizer",1.000,"Page"
4322126,"GEICO Insurance",1.000,"Page"
4578199,"GG 2899/S",1.000,"Page"
4517157,"Gilt City",0.154,"Page"
4412592,"Giorgio Armani (Women)",2.000,"Page"
4559277,"Giorgio Armani (Women)",2.000,"Page"
4599280,"Giuseppe Zanotti Designs (Women)",4.000,"Page"
4599241,"Givenchy (Women)",1.000,"Page"
4578202,"Glam Alert",1.000,"Page"
4322131,"Glamalert.com/store",0.500,"Page"
4578299,"Glamour",1.000,"Cover"
4578297,"Glamour",1.000,"Cover"
4322139,"Glamour",1.000,"Cover"
4322140,"Glamour",1.000,"Cover"
4322141,"Glamour",1.000,"Cover"
4257708,"Glamour",1.000,"Cover"
4322133,"Glamour Magazine Mobile App",1.000,"Page"
4591236,"Glamour Magazine Mobile App",0.666,"Page"
4257689,"Glamour Magazine Mobile App",1.000,"Page"
4578232,"Glamour Match Maker",1.000,"Page"
4257702,"Glamour Match Maker",1.000,"Page"
4158096,"Glo.com",1.000,"Page"
4559302,"Glo.com",1.000,"Page"
4412642,"Glo.com",1.000,"Page"
4578273,"GNC General Nutrition Centers",1.000,"Page"
4322115,"GNC General Nutrition Centers",1.000,"Page"
4385363,"GNC General Nutrition Centers",1.000,"Page"
4599337,"GNC General Nutrition Centers",1.000,"Page"
9239989,"GNC Total Lean Total Body Transformation System",0.192,"Page"
4559291,"GO International",2.000,"Page"
4599177,"GO International",2.000,"Page"
4322138,"GQ",1.000,"Cover"
4559381,"G-Star Raw C.V.",1.000,"Page"
4559278,"Gucci (Women)",2.000,"Page"
4385305,"Gucci (Women)",2.000,"Page"
4599160,"Gucci (Women)",2.000,"Page"
4559460,"Gucci (Women)",1.000,"Cover"
4412590,"Gucci Footwear (Women)",2.000,"Page"
4412595,"Guess Handbags",2.000,"Page"
4599263,"Guess Swim",4.000,"Page"
4385317,"Guess Swim",2.000,"Page"
4559353,"Guess Swim",4.000,"Page"
4599188,"H&M",2.000,"Page"
4513538,"Hair U Wear, Inc.",1.000,"Page"
4559405,"Hale Bob",2.000,"Page"
4158104,"Haute Holidays",1.000,"Page"
4513531,"Healthy Choice Rosemary Chicken & Sweet Potatoes",1.000,"Page"
4426690,"Heart Truth Pendant",0.113,"Page"
4412624,"Heart Truth Pendant",4.000,"Page"
4559437,"Hearts on Fire Diamond Engagement Ring",1.000,"Page"
4158091,"Hearts on Fire Diamond Engagement Ring",1.000,"Page"
4347976,"Heidi's Heavenly Cookies, LLC",0.075,"Page"
4412654,"Herbal Essences Hair Care",1.000,"Page"
4559431,"Herbal Essences Hair Care",1.000,"Page"
4170975,"Heroes are Human",0.150,"Page"
4599298,"HONORA Industries, Inc.",1.000,"Page"
4412673,"Hope On A Hanger Shapewear Collection",1.000,"Cover"
4158312,"HTC HD7",2.000,"Page"
4158074,"HTC HD7",2.000,"Page"
4599340,"HydroPeptide SPF 30",1.000,"Page"
4513536,"HydroxyCut",1.000,"Page"
4325780,"HydroxyCut",1.000,"Page"
4578251,"Hyundai Elantra",2.000,"Page"
4559417,"Hyundai Elantra",2.000,"Page"
4513501,"I.N.C. International Concepts",1.000,"Page"
4578247,"Iman Global Chic (HSN Home Shopping Network)",1.000,"Page"
4158092,"Infusion d'Iris",2.000,"Page"
4148944,"Infusium 23",1.000,"Page"
4599256,"Inoa",2.000,"Page"
4158308,"Inoa",2.000,"Page"
4257688,"INTERMIX",0.333,"Page"
4559360,"Ippolita",1.000,"Page"
4599277,"Ippolita Rock Candy Bangles",1.000,"Page"
4559328,"Isabel Marant",1.000,"Page"
4599272,"Isabel Marant",1.000,"Page"
4578236,"Ivanka Trump Footwear",1.000,"Page"
4559375,"J Brand",2.000,"Page"
4412630,"J Brand",1.000,"Page"
4385355,"J Brand",1.000,"Page"
4599210,"J Brand",2.000,"Page"
4385368,"J. Sisters International",1.000,"Page"
4578282,"J. Sisters International",1.000,"Page"
4158082,"J'adore Eau de Parfum",2.000,"Page"
4257690,"J'adore Eau de Parfum",2.000,"Page"
4559378,"Jean Paul Gaultier (Women)",1.000,"Page"
4412668,"Jeffrey Modell Foundation",1.000,"Page"
4325782,"Jeffrey Modell Foundation",1.000,"Page"
4559384,"Jessica Simpson Collection",1.000,"Page"
4599303,"Jil Sander (Women)",2.000,"Page"
4385334,"Jil Sander Navy",2.000,"Page"
4599318,"Jimmy Choo Eau de Toilette",2.000,"Page"
4559363,"Jimmy Choo Eau de Toilette",2.000,"Page"
4599244,"Jimmy Choo Footwear",2.000,"Page"
4559388,"John Frieda Full Repair Collection",1.000,"Page"
4559396,"Joie",2.000,"Page"
4599296,"Joie",2.000,"Page"
4599211,"Jones New York Empowerment Fund",2.000,"Page"
4559297,"Jones New York Empowerment Fund",2.000,"Page"
4156084,"Jordin Sparks Because of You Fragrance",0.075,"Page"
4170974,"Jorg Gray Fine Writing Instruments",0.124,"Page"
4599208,"Juicy Couture",2.000,"Page"
4559311,"Juicy Couture",2.000,"Page"
4578220,"Juicy Couture",1.000,"Page"
4599330,"Juvederm XC",1.333,"Page"
4148946,"Kahlua",1.000,"Page"
4392555,"Kameleon Jewelry",1.000,"Page"
4559455,"Kameleon Jewelry",1.000,"Page"
4599315,"Kate Spade Scout Bag",2.000,"Page"
4559318,"Kate Spade Scout Bag",2.000,"Page"
4559411,"Kathy Van Zeeland",1.000,"Page"
